#gene_id	transcript_id	sprot_Top_BLASTX_hit	RNAMMER	prot_id	prot_coords	sprot_Top_BLASTP_hit	Pfam	SignalP	TmHMM	eggnog	Kegg	gene_ontology_BLASTX	gene_ontology_BLASTP	gene_ontology_Pfam	transcript	peptide
TRINITY_DN1817_c0_g1	TRINITY_DN1817_c0_g1_i1	HSP70_ACHKL^HSP70_ACHKL^Q:2-328,H:211-319^80.734%ID^E:5.51e-58^RecName: Full=Heat shock 70 kDa protein;^Eukaryota; Sar; Stramenopiles; Oomycota; Saprolegniales; Saprolegniaceae; Achlya	.	TRINITY_DN1817_c0_g1_i1.p1	2-328[+]	HSP70_ACHKL^HSP70_ACHKL^Q:1-109,H:211-319^80.734%ID^E:4.96e-58^RecName: Full=Heat shock 70 kDa protein;^Eukaryota; Sar; Stramenopiles; Oomycota; Saprolegniales; Saprolegniaceae; Achlya	.	.	.	.	.	GO:0005524^molecular_function^ATP binding	GO:0005524^molecular_function^ATP binding	.	.	.
TRINITY_DN1867_c0_g1	TRINITY_DN1867_c0_g1_i1	COL7_ARATH^COL7_ARATH^Q:223-2,H:309-389^40.741%ID^E:2.62e-10^RecName: Full=Zinc finger protein CONSTANS-LIKE 7;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	TRINITY_DN1867_c0_g1_i1.p1	2-310[-]	COL7_ARATH^COL7_ARATH^Q:30-103,H:309-389^40.741%ID^E:2.84e-09^RecName: Full=Zinc finger protein CONSTANS-LIKE 7;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	.	.	.	KEGG:ath:AT1G73870	GO:0005730^cellular_component^nucleolus`GO:0005634^cellular_component^nucleus`GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0008270^molecular_function^zinc ion binding`GO:0045893^biological_process^positive regulation of transcription, DNA-templated`GO:0006355^biological_process^regulation of transcription, DNA-templated`GO:0010223^biological_process^secondary shoot formation`GO:0009641^biological_process^shade avoidance	GO:0005730^cellular_component^nucleolus`GO:0005634^cellular_component^nucleus`GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0008270^molecular_function^zinc ion binding`GO:0045893^biological_process^positive regulation of transcription, DNA-templated`GO:0006355^biological_process^regulation of transcription, DNA-templated`GO:0010223^biological_process^secondary shoot formation`GO:0009641^biological_process^shade avoidance	.	.	.
TRINITY_DN1894_c0_g1	TRINITY_DN1894_c0_g1_i1	DERL2_PONAB^DERL2_PONAB^Q:13-228,H:119-190^59.722%ID^E:2.19e-25^RecName: Full=Derlin-2 {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo	.	.	.	.	.	.	.	.	KEGG:pon:100174373	GO:0005769^cellular_component^early endosome`GO:0030176^cellular_component^integral component of endoplasmic reticulum membrane`GO:0005770^cellular_component^late endosome`GO:0048500^cellular_component^signal recognition particle`GO:0005785^cellular_component^signal recognition particle receptor complex`GO:0030968^biological_process^endoplasmic reticulum unfolded protein response`GO:1904153^biological_process^negative regulation of retrograde protein transport, ER to cytosol`GO:0030307^biological_process^positive regulation of cell growth`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0030970^biological_process^retrograde protein transport, ER to cytosol`GO:0001967^biological_process^suckling behavior`GO:0030433^biological_process^ubiquitin-dependent ERAD pathway	.	.	.	.
TRINITY_DN1857_c0_g1	TRINITY_DN1857_c0_g1_i1	ACSL1_CAVPO^ACSL1_CAVPO^Q:1-249,H:524-606^65.06%ID^E:6.1e-32^RecName: Full=Long-chain-fatty-acid--CoA ligase 1 {ECO:0000250|UniProtKB:P33121};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Caviidae; Cavia	.	.	.	.	.	.	.	.	.	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0005741^cellular_component^mitochondrial outer membrane`GO:0005778^cellular_component^peroxisomal membrane`GO:0047676^molecular_function^arachidonate-CoA ligase activity`GO:0005524^molecular_function^ATP binding`GO:0102391^molecular_function^decanoate-CoA ligase activity`GO:0004467^molecular_function^long-chain fatty acid-CoA ligase activity`GO:0050197^molecular_function^phytanate-CoA ligase activity`GO:0001676^biological_process^long-chain fatty acid metabolic process`GO:0000038^biological_process^very long-chain fatty acid metabolic process	.	.	.	.
TRINITY_DN1896_c0_g1	TRINITY_DN1896_c0_g1_i1	UBE4_ARATH^UBE4_ARATH^Q:335-99,H:793-869^39.241%ID^E:4.35e-10^RecName: Full=Probable ubiquitin conjugation factor E4;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	TRINITY_DN1896_c0_g1_i1.p1	3-362[-]	UBE4_ARATH^UBE4_ARATH^Q:10-88,H:793-869^39.241%ID^E:3.92e-10^RecName: Full=Probable ubiquitin conjugation factor E4;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	.	.	.	KEGG:ath:AT5G15400	GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0005634^cellular_component^nucleus`GO:0000151^cellular_component^ubiquitin ligase complex`GO:0061630^molecular_function^ubiquitin protein ligase activity`GO:0034450^molecular_function^ubiquitin-ubiquitin ligase activity`GO:0000209^biological_process^protein polyubiquitination`GO:0016567^biological_process^protein ubiquitination`GO:0030433^biological_process^ubiquitin-dependent ERAD pathway`GO:0006511^biological_process^ubiquitin-dependent protein catabolic process	GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0005634^cellular_component^nucleus`GO:0000151^cellular_component^ubiquitin ligase complex`GO:0061630^molecular_function^ubiquitin protein ligase activity`GO:0034450^molecular_function^ubiquitin-ubiquitin ligase activity`GO:0000209^biological_process^protein polyubiquitination`GO:0016567^biological_process^protein ubiquitination`GO:0030433^biological_process^ubiquitin-dependent ERAD pathway`GO:0006511^biological_process^ubiquitin-dependent protein catabolic process	.	.	.
TRINITY_DN1850_c0_g1	TRINITY_DN1850_c0_g1_i1	SUDA_EMENI^SUDA_EMENI^Q:200-75,H:1169-1210^52.381%ID^E:1.85e-10^RecName: Full=Chromosome segregation protein sudA;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus; Aspergillus subgen. Nidulantes	.	.	.	.	.	.	.	.	KEGG:ani:AN6364.2	GO:0005694^cellular_component^chromosome`GO:0005634^cellular_component^nucleus`GO:0005524^molecular_function^ATP binding`GO:0051301^biological_process^cell division`GO:0051276^biological_process^chromosome organization`GO:0007059^biological_process^chromosome segregation`GO:0000278^biological_process^mitotic cell cycle	.	.	.	.
TRINITY_DN1866_c0_g1	TRINITY_DN1866_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN1847_c0_g1	TRINITY_DN1847_c0_g1_i1	STX3_HUMAN^STX3_HUMAN^Q:33-305,H:170-257^39.56%ID^E:1.16e-17^RecName: Full=Syntaxin-3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	.	TRINITY_DN1847_c0_g1_i1.p1	3-311[+]	STX3_HUMAN^STX3_HUMAN^Q:11-101,H:170-257^39.56%ID^E:1.04e-17^RecName: Full=Syntaxin-3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	.	.	.	.	KEGG:hsa:6809	GO:0016324^cellular_component^apical plasma membrane`GO:0042582^cellular_component^azurophil granule`GO:0005911^cellular_component^cell-cell junction`GO:0030425^cellular_component^dendrite`GO:0012505^cellular_component^endomembrane system`GO:0070062^cellular_component^extracellular exosome`GO:0098978^cellular_component^glutamatergic synapse`GO:0030426^cellular_component^growth cone`GO:0016021^cellular_component^integral component of membrane`GO:0030027^cellular_component^lamellipodium`GO:0042470^cellular_component^melanosome`GO:0043005^cellular_component^neuron projection`GO:0005886^cellular_component^plasma membrane`GO:0098794^cellular_component^postsynapse`GO:0048787^cellular_component^presynaptic active zone membrane`GO:0042734^cellular_component^presynaptic membrane`GO:0098685^cellular_component^Schaffer collateral - CA1 synapse`GO:0031201^cellular_component^SNARE complex`GO:0042581^cellular_component^specific granule`GO:0008021^cellular_component^synaptic vesicle`GO:0005773^cellular_component^vacuole`GO:0042589^cellular_component^zymogen granule membrane`GO:0050544^molecular_function^arachidonic acid binding`GO:0005484^molecular_function^SNAP receptor activity`GO:0000149^molecular_function^SNARE binding`GO:0019221^biological_process^cytokine-mediated signaling pathway`GO:0098967^biological_process^exocytic insertion of neurotransmitter receptor to postsynaptic membrane`GO:0006887^biological_process^exocytosis`GO:0006886^biological_process^intracellular protein transport`GO:0060291^biological_process^long-term synaptic potentiation`GO:0031175^biological_process^neuron projection development`GO:0045785^biological_process^positive regulation of cell adhesion`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0050921^biological_process^positive regulation of chemotaxis`GO:2000010^biological_process^positive regulation of protein localization to cell surface`GO:1903078^biological_process^positive regulation of protein localization to plasma membrane`GO:0016081^biological_process^synaptic vesicle docking`GO:0031629^biological_process^synaptic vesicle fusion to presynaptic active zone membrane`GO:0048278^biological_process^vesicle docking`GO:0006906^biological_process^vesicle fusion	GO:0016324^cellular_component^apical plasma membrane`GO:0042582^cellular_component^azurophil granule`GO:0005911^cellular_component^cell-cell junction`GO:0030425^cellular_component^dendrite`GO:0012505^cellular_component^endomembrane system`GO:0070062^cellular_component^extracellular exosome`GO:0098978^cellular_component^glutamatergic synapse`GO:0030426^cellular_component^growth cone`GO:0016021^cellular_component^integral component of membrane`GO:0030027^cellular_component^lamellipodium`GO:0042470^cellular_component^melanosome`GO:0043005^cellular_component^neuron projection`GO:0005886^cellular_component^plasma membrane`GO:0098794^cellular_component^postsynapse`GO:0048787^cellular_component^presynaptic active zone membrane`GO:0042734^cellular_component^presynaptic membrane`GO:0098685^cellular_component^Schaffer collateral - CA1 synapse`GO:0031201^cellular_component^SNARE complex`GO:0042581^cellular_component^specific granule`GO:0008021^cellular_component^synaptic vesicle`GO:0005773^cellular_component^vacuole`GO:0042589^cellular_component^zymogen granule membrane`GO:0050544^molecular_function^arachidonic acid binding`GO:0005484^molecular_function^SNAP receptor activity`GO:0000149^molecular_function^SNARE binding`GO:0019221^biological_process^cytokine-mediated signaling pathway`GO:0098967^biological_process^exocytic insertion of neurotransmitter receptor to postsynaptic membrane`GO:0006887^biological_process^exocytosis`GO:0006886^biological_process^intracellular protein transport`GO:0060291^biological_process^long-term synaptic potentiation`GO:0031175^biological_process^neuron projection development`GO:0045785^biological_process^positive regulation of cell adhesion`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0050921^biological_process^positive regulation of chemotaxis`GO:2000010^biological_process^positive regulation of protein localization to cell surface`GO:1903078^biological_process^positive regulation of protein localization to plasma membrane`GO:0016081^biological_process^synaptic vesicle docking`GO:0031629^biological_process^synaptic vesicle fusion to presynaptic active zone membrane`GO:0048278^biological_process^vesicle docking`GO:0006906^biological_process^vesicle fusion	.	.	.
TRINITY_DN1885_c0_g1	TRINITY_DN1885_c0_g1_i1	ABCF2_MOUSE^ABCF2_MOUSE^Q:2-229,H:524-599^69.737%ID^E:1.42e-31^RecName: Full=ATP-binding cassette sub-family F member 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`ABCF2_MOUSE^ABCF2_MOUSE^Q:5-229,H:237-311^37.333%ID^E:4.36e-07^RecName: Full=ATP-binding cassette sub-family F member 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	.	.	.	.	.	.	.	.	KEGG:mmu:27407	GO:0005739^cellular_component^mitochondrion`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity	.	.	.	.
TRINITY_DN1887_c0_g1	TRINITY_DN1887_c0_g1_i1	PSBB_TRICV^PSBB_TRICV^Q:54-233,H:1-60^98.333%ID^E:9.9e-35^RecName: Full=Photosystem II CP47 reaction center protein {ECO:0000255|HAMAP-Rule:MF_01495};^Eukaryota; Sar; Stramenopiles; Ochrophyta; Bacillariophyta; Mediophyceae; Biddulphiophycidae; Triceratiales; Triceratiaceae; Trieres	.	.	.	.	.	.	.	.	.	GO:0009535^cellular_component^chloroplast thylakoid membrane`GO:0016021^cellular_component^integral component of membrane`GO:0009523^cellular_component^photosystem II`GO:0016168^molecular_function^chlorophyll binding`GO:0045156^molecular_function^electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity`GO:0009772^biological_process^photosynthetic electron transport in photosystem II`GO:0018298^biological_process^protein-chromophore linkage	.	.	.	.
TRINITY_DN1858_c0_g1	TRINITY_DN1858_c0_g1_i1	YQEH_BACSU^YQEH_BACSU^Q:2-205,H:241-307^34.783%ID^E:2.03e-06^RecName: Full=Uncharacterized protein YqeH;^Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus	.	.	.	.	.	.	.	COG1161^Required for a late step of 50S ribosomal subunit assembly. Has GTPase activity (By similarity)	KEGG:bsu:BSU25670	GO:0005525^molecular_function^GTP binding`GO:0032297^biological_process^negative regulation of DNA-dependent DNA replication initiation	.	.	.	.
TRINITY_DN1843_c0_g1	TRINITY_DN1843_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN1814_c0_g1	TRINITY_DN1814_c0_g1_i1	RBBP4_XENTR^RBBP4_XENTR^Q:6-212,H:338-406^75.362%ID^E:7.16e-33^RecName: Full=Histone-binding protein RBBP4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana	.	.	.	.	.	.	.	.	.	GO:0033186^cellular_component^CAF-1 complex`GO:0035098^cellular_component^ESC/E(Z) complex`GO:0007049^biological_process^cell cycle`GO:0031497^biological_process^chromatin assembly`GO:0006260^biological_process^DNA replication	.	.	.	.
TRINITY_DN1870_c0_g1	TRINITY_DN1870_c0_g1_i1	HERC2_HUMAN^HERC2_HUMAN^Q:2-184,H:4676-4736^40.984%ID^E:4.49e-07^RecName: Full=E3 ubiquitin-protein ligase HERC2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	.	.	.	.	.	.	.	.	KEGG:hsa:8924	GO:0005814^cellular_component^centriole`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0016020^cellular_component^membrane`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0005085^molecular_function^guanyl-nucleotide exchange factor activity`GO:0032183^molecular_function^SUMO binding`GO:0061630^molecular_function^ubiquitin protein ligase activity`GO:0031625^molecular_function^ubiquitin protein ligase binding`GO:0008270^molecular_function^zinc ion binding`GO:0006974^biological_process^cellular response to DNA damage stimulus`GO:0006303^biological_process^double-strand break repair via nonhomologous end joining`GO:0006886^biological_process^intracellular protein transport`GO:0043161^biological_process^proteasome-mediated ubiquitin-dependent protein catabolic process`GO:0016567^biological_process^protein ubiquitination`GO:0007283^biological_process^spermatogenesis	.	.	.	.
TRINITY_DN1860_c0_g1	TRINITY_DN1860_c0_g1_i1	DNJB8_MOUSE^DNJB8_MOUSE^Q:8-214,H:13-79^60.87%ID^E:4.08e-20^RecName: Full=DnaJ homolog subfamily B member 8;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	.	.	.	.	.	.	.	.	KEGG:mmu:56691	GO:0005829^cellular_component^cytosol`GO:0005634^cellular_component^nucleus`GO:0051087^molecular_function^chaperone binding`GO:0044183^molecular_function^protein folding chaperone`GO:0051082^molecular_function^unfolded protein binding`GO:0061077^biological_process^chaperone-mediated protein folding`GO:0090084^biological_process^negative regulation of inclusion body assembly	.	.	.	.
TRINITY_DN1825_c0_g1	TRINITY_DN1825_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN1839_c0_g1	TRINITY_DN1839_c0_g1_i1	TRPB_NITEU^TRPB_NITEU^Q:3-575,H:208-397^62.304%ID^E:1.83e-81^RecName: Full=Tryptophan synthase beta chain {ECO:0000255|HAMAP-Rule:MF_00133};^Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Nitrosomonadaceae; Nitrosomonas	.	TRINITY_DN1839_c0_g1_i1.p1	3-578[+]	TRPB_NITEU^TRPB_NITEU^Q:1-191,H:208-397^62.304%ID^E:1.58e-81^RecName: Full=Tryptophan synthase beta chain {ECO:0000255|HAMAP-Rule:MF_00133};^Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Nitrosomonadaceae; Nitrosomonas	.	.	.	COG0133^The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine (By similarity)	KEGG:neu:NE0693	GO:0004834^molecular_function^tryptophan synthase activity	GO:0004834^molecular_function^tryptophan synthase activity	.	.	.
TRINITY_DN1861_c0_g1	TRINITY_DN1861_c0_g1_i1	NCKX1_RAT^NCKX1_RAT^Q:1-153,H:1059-1109^76.471%ID^E:9.32e-22^RecName: Full=Sodium/potassium/calcium exchanger 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus	.	.	.	.	.	.	.	.	KEGG:rno:56814	GO:0005887^cellular_component^integral component of plasma membrane`GO:0031226^cellular_component^intrinsic component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0005262^molecular_function^calcium channel activity`GO:0008273^molecular_function^calcium, potassium:sodium antiporter activity`GO:0015293^molecular_function^symporter activity`GO:0070588^biological_process^calcium ion transmembrane transport`GO:0006874^biological_process^cellular calcium ion homeostasis`GO:0060292^biological_process^long-term synaptic depression`GO:0060291^biological_process^long-term synaptic potentiation`GO:0071805^biological_process^potassium ion transmembrane transport`GO:0050896^biological_process^response to stimulus`GO:0035725^biological_process^sodium ion transmembrane transport`GO:0007601^biological_process^visual perception	.	.	.	.
TRINITY_DN1826_c0_g1	TRINITY_DN1826_c0_g1_i1	YRBE_BACSU^YRBE_BACSU^Q:1-369,H:14-136^39.837%ID^E:2.12e-28^RecName: Full=Uncharacterized oxidoreductase YrbE;^Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus	.	TRINITY_DN1826_c0_g1_i1.p1	1-378[+]	YRBE_BACSU^YRBE_BACSU^Q:1-123,H:14-136^39.837%ID^E:1.91e-28^RecName: Full=Uncharacterized oxidoreductase YrbE;^Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus	.	.	.	COG0673^oxidoreductase	KEGG:bsu:BSU27770	GO:0005737^cellular_component^cytoplasm`GO:0016491^molecular_function^oxidoreductase activity`GO:0006740^biological_process^NADPH regeneration	GO:0005737^cellular_component^cytoplasm`GO:0016491^molecular_function^oxidoreductase activity`GO:0006740^biological_process^NADPH regeneration	.	.	.
TRINITY_DN1876_c0_g1	TRINITY_DN1876_c0_g1_i1	GPMA_KLEP7^GPMA_KLEP7^Q:196-29,H:105-159^39.286%ID^E:3.91e-08^RecName: Full=2,3-bisphosphoglycerate-dependent phosphoglycerate mutase {ECO:0000255|HAMAP-Rule:MF_01039};^Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella	.	.	.	.	.	.	.	.	KEGG:kpn:KPN_00768	GO:0046538^molecular_function^2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity`GO:0006094^biological_process^gluconeogenesis`GO:0006096^biological_process^glycolytic process	.	.	.	.
TRINITY_DN1859_c0_g1	TRINITY_DN1859_c0_g1_i1	PRDX6_PIG^PRDX6_PIG^Q:6-236,H:108-184^51.948%ID^E:1.6e-23^RecName: Full=Peroxiredoxin-6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Suina; Suidae; Sus	.	.	.	.	.	.	.	.	KEGG:ssc:399538	GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0005764^cellular_component^lysosome`GO:0005739^cellular_component^mitochondrion`GO:0005634^cellular_component^nucleus`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0047184^molecular_function^1-acylglycerophosphocholine O-acyltransferase activity`GO:0047499^molecular_function^calcium-independent phospholipase A2 activity`GO:0004602^molecular_function^glutathione peroxidase activity`GO:0042802^molecular_function^identical protein binding`GO:0051920^molecular_function^peroxiredoxin activity`GO:0004623^molecular_function^phospholipase A2 activity`GO:0102567^molecular_function^phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)`GO:0102568^molecular_function^phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)`GO:0031625^molecular_function^ubiquitin protein ligase binding`GO:0045454^biological_process^cell redox homeostasis`GO:0046475^biological_process^glycerophospholipid catabolic process`GO:0048026^biological_process^positive regulation of mRNA splicing, via spliceosome`GO:0006979^biological_process^response to oxidative stress	.	.	.	.
TRINITY_DN1883_c0_g1	TRINITY_DN1883_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN1889_c0_g1	TRINITY_DN1889_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN1873_c0_g1	TRINITY_DN1873_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN1846_c0_g1	TRINITY_DN1846_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN1820_c0_g1	TRINITY_DN1820_c0_g1_i1	IF2A_YEAST^IF2A_YEAST^Q:1-303,H:117-214^52.941%ID^E:2.89e-29^RecName: Full=Eukaryotic translation initiation factor 2 subunit alpha;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces	.	TRINITY_DN1820_c0_g1_i1.p1	1-303[+]	IF2A_YEAST^IF2A_YEAST^Q:1-101,H:117-214^52.941%ID^E:2.6e-29^RecName: Full=Eukaryotic translation initiation factor 2 subunit alpha;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces	.	.	.	.	KEGG:sce:YJR007W	GO:0005737^cellular_component^cytoplasm`GO:0010494^cellular_component^cytoplasmic stress granule`GO:0033290^cellular_component^eukaryotic 48S preinitiation complex`GO:0005850^cellular_component^eukaryotic translation initiation factor 2 complex`GO:0005851^cellular_component^eukaryotic translation initiation factor 2B complex`GO:0043614^cellular_component^multi-eIF complex`GO:0043022^molecular_function^ribosome binding`GO:0003723^molecular_function^RNA binding`GO:0003743^molecular_function^translation initiation factor activity`GO:0001731^biological_process^formation of translation preinitiation complex	GO:0005737^cellular_component^cytoplasm`GO:0010494^cellular_component^cytoplasmic stress granule`GO:0033290^cellular_component^eukaryotic 48S preinitiation complex`GO:0005850^cellular_component^eukaryotic translation initiation factor 2 complex`GO:0005851^cellular_component^eukaryotic translation initiation factor 2B complex`GO:0043614^cellular_component^multi-eIF complex`GO:0043022^molecular_function^ribosome binding`GO:0003723^molecular_function^RNA binding`GO:0003743^molecular_function^translation initiation factor activity`GO:0001731^biological_process^formation of translation preinitiation complex	.	.	.
